QUOTE,AUTHOR,CAT
"Clearly, if it is sensible to hold a referendum on independence, it is crucial that we have one on marriage. It is the only way the country can move forward on this issue. Let all those who have a view on this subject place their trust in the Scottish people and let Scotland decide.",Keith O'Brien,Marriage
"The church's teaching on marriage is unequivocal, it is uniquely, the union of a man and a woman and it is wrong that governments, politicians or parliaments should seek to alter or destroy that reality.",Keith O'Brien,Marriage
"They make Spy Kids, they make Scream, they make A Scary Movie. This doesn't do that, so it could be a very bad marriage. I'm trying to keep this potential nightmare quiet because we're just finishing editing.",Terry Gilliam,Marriage
"The sum and substance of female education in America, as in England, is training women to consider marriage as the sole object in life, and to pretend that they do not think so.",Harriet Martineau,Marriage
"A band is not a marriage. There are no oaths of allegiance. If you feel your life will be better served by splitting up the group, you've got to do it - but of course it does cause problems.",Steve Winwood,Marriage
"Each experience I go through - marriage, my public life, my personal life - I'm learning as I go.",Jason Sudeikis,Marriage
Our black president can't say that he's for gay marriage. That is upsetting to me.,Mario Cantone,Marriage
My wife disagrees with 100 percent of what I say. That's the same marriage I have.,Curtis Sliwa,Marriage
Marriage is no substitute for political experience.,Sharad Pawar,Marriage
He who angers you conquers you.,Elizabeth Kenny,Anger
"Heaven has no rage like love to hatred turned, nor hell a fury like a woman scorned.",William Congreve,Anger
How much more grievous are the consequences of anger than the causes of it.,Marcus Aurelius,Anger
Never go to bed mad. Stay up and fight.,Phyllis Diller,Anger
Anger and jealousy can no more bear to lose sight of their objects than love.,George Eliot,Anger
There's nothing wrong with anger provided you use it constructively.,Wayne Dyer,Anger
"Anger, if not restrained, is frequently more hurtful to us than the injury that provokes it.",Lucius Annaeus Seneca,Anger
A man that studieth revenge keeps his own wounds green.,Francis Bacon,Anger
Anger cannot be dishonest.,Marcus Aurelius,Anger
Love implies anger. The man who is angered by nothing cares about nothing.,Edward Abbey,Anger
When I am angry I can pray well and preach well.,Martin Luther,Anger
A man that does not know how to be angry does not know how to be good.,Henry Ward Beecher,Anger
"While seeking revenge, dig two graves - one for yourself.",Douglas Horton,Anger
Hatred is an affair of the heart; contempt that of the head.,Arthur Schopenhauer,Anger
"Be not angry that you cannot make others as you wish them to be, since you cannot make yourself as you wish to be.",Thomas a Kempis,Anger
"Every time you get angry, you poison your own system.",Alfred A. Montapert,Anger
The greatest remedy for anger is delay.,Thomas Paine,Anger
To be angry is to revenge the faults of others on ourselves.,Alexander Pope,Anger
Anger is a wind which blows out the lamp of the mind.,Robert Green Ingersoll,Anger
Anger is a short madness.,Horace,Anger
Speak when you are angry - and you'll make the best speech you'll ever regret.,Laurence J. Peter,Anger
"A large part of mankind is angry not with the sins, but with the sinners.",Lucius Annaeus Seneca,Anger
"Never do anything when you are in a temper, for you will do everything wrong.",Baltasar Gracian,Anger
"Anger makes dull men witty, but it keeps them poor.",Francis Bacon,Anger
Life has never been easy. Nor is it meant to be. It is a matter of being joyous in the face of sorrow.,Dirk Benedict,Sympathy
"The more sympathy you give, the less you need.",Malcolm Forbes,Sympathy
"Here bring your wounded hearts, here tell your anguish; Earth has no sorrow that Heaven cannot heal.",Thomas More,Sympathy
"Truly, it is in darkness that one finds the light, so when we are in sorrow, then this light is nearest of all to us.",Meister Eckhart,Sympathy
The heart forgets its sorrow and ache.,James Russell Lowell,Sympathy
A sorrow's crown of sorrow is remembering happier times.,Alfred Lord Tennyson,Sympathy
"If you suppress grief too much, it can well redouble.",Moliere,Sympathy
"I will indulge my sorrows, and give way to all the pangs and fury of despair.",Joseph Addison,Sympathy
I think loss of loved ones is the hardest blow in life.,Marlo Thomas,Sympathy
"Grief changes shape, but it never ends.",Keanu Reeves,Sympathy
"Excess of grief for the dead is madness; for it is an injury to the living, and the dead know it not.",Xenophon,Sympathy
The natural effect of sorrow over the dead is to refine and elevate the mind.,Washington Irving,Sympathy
People who drink to drown their sorrow should be told that sorrow knows how to swim.,Ann Landers,Sympathy
Grief knits two hearts in closer bonds than happiness ever can; and common sufferings are far stronger links than common joys.,Alphonse de Lamartine,Sympathy
Sorrow is so easy to express and yet so hard to tell.,Joni Mitchell,Sympathy
One often calms one's grief by recounting it.,Pierre Corneille,Sympathy
Any mind that is capable of real sorrow is capable of good.,Harriet Beecher Stowe,Sympathy
"It is in our faults and failings, not in our virtues, that we touch each other, and find sympathy. It is in our follies that we are one.",Jerome K. Jerome,Sympathy
Grief is a normal and natural response to loss. It is originally an unlearned feeling process. Keeping grief inside increases your pain.,Anne Grant,Sympathy
"If we wait until our lives are free from sorrow or difficulty, then we wait forever. And miss the entire point.",Dirk Benedict,Sympathy
"You don't go around grieving all the time, but the grief is still there and always will be.",Nigella Lawson,Sympathy
The only cure for grief is action.,George Henry Lewes,Sympathy
Those who weep recover more quickly than those who smile.,Jean Giraudoux,Sympathy
"A crowd always thinks with its sympathy, never with its reason.",William R. Alger,Sympathy
To desire and expect nothing for oneself and to have profound sympathy for others is genuine holiness.,Ivan Turgenev,Sympathy
"My dad had been an actor... not only had my dad been an actor, but his dad had been an actor, and my great-grandfather had been an actor. And who knows before then?",David Hyde Pierce,Dad
"If you met my dad, I think a lot of things would be put to rest. Because my pops is a pretty silly guy. But, Coldcut, they're based in the U.K. I'm a big fan of jazz music, so American music has had a big influence on what I listen to.",Eric San,Dad
I went and took golf lessons so Dad would let me play with him. I was just terrible... but I was able to have a wonderful time just walking around with Dad. I can see the real pleasure of that game.,David Hyde Pierce,Dad
"My dad was an inventor, and I think I've always had a rosy view of technology, or at least its potential.",Scott McCloud,Dad
"My mom was Sicilian, my dad was Sicilian. Mom was a great cook, but all the women were.",Chazz Palminteri,Dad
I was born and raised in the high desert of Nevada in a tiny town called Searchlight. My dad was a hard rock miner. My mom took in wash. I grew up around people of strong values - even if they rarely talked about them.,Harry Reid,Dad
I used to help my dad with a stall selling eggs when I was about 12. People were so hard up they would ask for one egg. But mostly no one came by at all. It was very demoralising.,Lynne Truss,Dad
"I wanted to travel with my dad to be close to him again. Having babies and raising my own family took so much of my time, I didn't have a chance to be with him very often.",Nancy Sinatra,Dad
I try to be a better dad and husband than I do pretend rock star.,Bo Bice,Dad
"My dad passed away before my freshman year, and it altered how I thought. I was depressed - I didn't hang out with my friends. I worked through it by dancing.",Heather Morris,Dad
"Indians mock their corrupt politicians relentlessly, but they regard their honest politicians with silent suspicion. The first thing they do when they hear of a supposedly 'clean' politician is to grin. It is a cliche that honest politicians in India tend to have dishonest sons, who collect money from people seeking an audience with Dad.",Aravind Adiga,Dad
"My dad was such a bigot. He was a horrible, self-centred person. He was really racist and he'd talk about the Jews and blacks and Catholics even.",Cindy Sherman,Dad
Work ethic has always been stressed in my family. My dad is going to be 80 years old and he still works part time. My mom just retired a couple years ago and she's in her mid- to late 70s.,Jamie Moyer,Dad
I wanted to be an actress. I think it had a lot to do with being a kid and watching how every time my dad would stand up to talk people would applaud... that was pretty cool.,Eleanor Mondale,Dad
"When my dad was badly weakened by the flu and my mom wanted to call an ambulance to take him to the emergency room, he wouldn't go unless he could shave first and change into a nice shirt and a pair of slacks.",Rich Lowry,Dad
"Dad was a chemistry professor at Saint Olaf College in Minnesota, then Oxford College in Minnesota, and a very active member of the American Chemical Society education committee, where he sat on the committee with Linus Pauling, who had authored a very phenomenally important textbook of chemistry.",Peter Agre,Dad
My dad is a pilot so I think I was born with the travel bug.,Isabel Lucas,Dad
"My dad told me that no one could ever make it as a writer, that my chances were equivalent to winning the lottery - which was good for me, because I like to have something to prove.",Poppy Z. Brite,Dad
"Dad went to Canada to learn how to fly with the Royal Canadian Air Force. He took me on my first airplane ride, where I could have a hand on the stick.",Wally Schirra,Dad
"I lost my mother, who suffered from Alzheimer's disease, and we had to relocate my dad after 58 years in the family home. That was tough.",Doug Davidson,Dad
"On stage, I'm me. I'm a husband, I'm a dad, I'm a guy, I'm a mess - but I am a cohesive thing that you recognize as one human entity saying these things that he generally believes.",Rob Delaney,Dad
I can't remember a major league game where I could make eye contact with my dad. I kept wondering if he was going to yell at me for hanging a pitch or something.,David Cone,Dad
"My life isn't that dramatic. My dad really loves me, he just can't talk on the phone. He's too crippled and shy, and that's almost harder. He's there and he loves me, and I try and try and try, it's just impossible to have a relationship.",Joey Lauren Adams,Dad
"I'm an ambassador for the Make-A-Wish Foundation, and one of the children, his wish was to go to the Emmys, so he's going to be my date, along with my husband, and my dad and his girlfriend. So we're going to have a really fun night and it's going to be really exciting. I'm really excited for him to experience that.",Christina Hendricks,Dad
"We came from a family where we ran our own small business. Our dad made his own products. We made our own sausages, our own meatloafs, our own pickles. Dad had to do everything himself. He had to figure out how to finance his business.",Marcy Kaptur,Dad
"Physical fitness is not only one of the most important keys to a healthy body, it is the basis of dynamic and creative intellectual activity.",John F. Kennedy,Fitness
Take care of your body. It's the only place you have to live.,Jim Rohn,Fitness
Walking is the best possible exercise. Habituate yourself to walk very fast.,Thomas Jefferson,Fitness
"Our growing softness, our increasing lack of physical fitness, is a menace to our security.",John F. Kennedy,Fitness
"Exercise to stimulate, not to annihilate. The world wasn't formed in a day, and neither were we. Set small goals and build upon them.",Lee Haney,Fitness
Jogging is very beneficial. It's good for your legs and your feet. It's also very good for the ground. If makes it feel needed.,Charles M. Schulz,Fitness
A vigorous five-mile walk will do more good for an unhappy but otherwise healthy adult than all the medicine and psychology in the world.,Paul Dudley White,Fitness
"The first time I see a jogger smiling, I'll consider it.",Joan Rivers,Fitness
"If a man achieves victory over this body, who in the world can exercise power over him? He who rules himself rules over the whole world.",Vinoba Bhave,Fitness
"Here's what I tell anybody and this is what I believe. The greatest gift we have is the gift of life. We understand that. That comes from our Creator. We're given a body. Now you may not like it, but you can maximize that body the best it can be maximized.",Mike Ditka,Fitness
The human body is the best picture of the human soul.,Ludwig Wittgenstein,Fitness
Exercise is labor without weariness.,Samuel Johnson,Fitness
There's a lot of people in this world who spend so much time watching their health that they haven't the time to enjoy it.,Josh Billings,Fitness
"I do yoga, I do Bikram and I run, and I eat really healthy.",Lady Gaga,Fitness
"Tactics, fitness, stroke ability, adaptability, experience, and sportsmanship are all necessary for winning.",Fred Perry,Fitness
"A runner must run with dreams in his heart, not money in his pocket.",Emil Zatopek,Fitness
"Swimming is normal for me. I'm relaxed. I'm comfortable, and I know my surroundings. It's my home.",Michael Phelps,Fitness
"Part of what I loved - and love - about being around older people is the tangible sense of history they embody. I'm interested in military history, for instance, because both my grandfathers fought in World War II. I'm interested in writing because one of those grandfathers wrote books.",Jon Meacham,War
"The fact is that America has been at her most prosperous when government and the private sector have been not at war, but in a wary, if often underplayed, alliance. History is unmistakable on this point.",Jon Meacham,War
"Here is a pretty good rule of thumb for Democratic Presidents: if it didn't work for Franklin D. Roosevelt, who won four terms and a World War, it probably won't work for you either.",Jon Meacham,War
"I think as an American society, when we're paying too many taxes or dealing with war, we don't want to see sad things at the movies.",Zoe Saldana,War
There is peace more destructive of the manhood of living man than war is destructive of his material body.,Douglas William Jerrold,War
"Politicians, like generals, have a tendency to fight the last war.",John Bolton,War
"People say you favor assassination, what do you think war is? Except that it's assassination on a much larger scale, a much more horrific scale.",John Bolton,War
"Men and women who know the brutal reality of war, who know that war strips people of their very humanity, must unite in a new global partnership for peace.",Daisaku Ikeda,War
"In times of conflict, war, poverty or religious fundamentalism, women and children are the first and most numerous victims. Women need all their courage today.",Isabel Allende,War
"When I was growing up, it was 'Communists'. Now it's 'Terrorists'. So you always have to have somebody to fight and be afraid of, so the war machine can build more bombs, guns, and bullets and everything.",Cindy Sheehan,War
Music is a weapon in the war against unhappiness.,Jason Mraz,War
"The modern assault on the environment began about 50 years ago, during and immediately after World War II.",Barry Commoner,War
"World War II had a very important impact on the development of technology, as a whole.",Barry Commoner,War
"I'm sure it is, I'm not for any kind of war, we've been engaged in several wars since the second world war and we lost in Korea, we lost in Vietnam, they are political wars, they have nothing to do with any real threat, nor does this one.",Larry Hagman,War
I get offered a World War II movie at least once a week just because I speak German and was born there. I have always stayed away from it because I didn't want to be put into that box.,Diane Kruger,War
Berlin is still going through a transition since the Cold War - both in what used to be East and West Berlin. I can still sense the confusion and the struggle for identity there in the streets. There's a pulse to it.,Diane Kruger,War
"In war, whichever side may call itself the victor, there are no winners, but all are losers.",Neville Chamberlain,War
They have called Operation Iraqi Freedom a war of choice that isn't part of the real war on terror. Someone should tell that to al Qaeda.,John Boehner,War
I'm actually reading 'World War Z' again! It's incredibly realistic and it's written as an oral history through interviews with different characters. Max Brooks wrote this book in so many different voices. There are about forty or so. It's incredible. When I finish 'World War Z' I'm going to go back and start again on the 'Game of Thrones' series.,Nathan Fillion,War
"The critical importance of honest journalism and a free flowing, respectful national conversation needs to be had in our country. But it is being buried as collateral damage in a war whose battles include political correctness and ideological orthodoxy.",Juan Williams,War
"Baseball is only a game, a game of inches and a lot of luck. During a time of all-out war, sports are very insignificant.",Bob Feller,War
Prison service vans that travel 90 miles to take a prisoner 90 yards; paedophiles free to leer at children in the very parks where they have committed horrific crimes.,Trevor Phillips,Travel
I travel a lot; I hate having my life disrupted by routine.,Caskie Stinnett,Travel
I want to do more documentaries and travel to places I haven't been. That is where I think I can be fulfilled.,Tatjana Patitz,Travel
Travel is the most private of pleasures. There is no greater bore than the travel bore. We do not in the least want to hear what he has seen in Hong Kong.,Vita Sackville-West,Travel
"At each of these northern posts there were interesting experiences in store for me, as one who had read all the books of northern travel and dreamed for half a lifetime of the north; and that was - almost daily meeting with famous men.",Ernest Thompson Seton,Travel
Rocket scientists agree that we have about reached the limit of our ability to travel in space using chemical rockets. To achieve anything near the speed of light we will need a new energy source and a new propellant. Nuclear fission is not an option.,Wilson Greatbatch,Travel
"I don't especially like to travel, not the way many people do. I know many people that love to go to far-off and different places, and I've never been like that. I seem to get homesick as quickly as a child.",Elizabeth Strout,Travel
I just don't see myself as a travel writer. I can't. I don't.,Robyn Davidson,Travel
"You know, the interesting thing about having traveled around the country as much as I have, and I think it's sort of inadvertently what made me come out or at least begin doing things within the community and thinking more about that, was that I get to travel quite a bit.",Lesley Gore,Travel
"Travel is impossible, but daydreaming about travel is easy.",B. J. Novak,Travel
To enjoy enduring success we should travel a little in advance of the world.,John McDonald,Travel
"I would like to host a show, something like travel or cooking or something like that, something I'm really interested in, and so I'm pitching a couple television shows.",Trishelle Cannatella,Travel
"I very much was inspired by Bill Bryson. He does cover science, but more often, it's a mixture of science and travel, and whatever he happens to be writing about - Shakespeare, Australia, the United Kingdom, or when he covers science in 'A Short History Of Nearly Everything' - he has an incredible ability to be both entertaining and enlightening.",Mary Roach,Travel
"It's true that immigrant novels have to do with people going from one country to another, but there isn't a single novel that doesn't travel from one place to another, emotionally or locally.",Oscar Hijuelos,Travel
"While the spoken word can travel faster, you can't take it home in your hand. Only the written word can be absorbed wholly at the convenience of the reader.","Kingman Brewster, Jr.",Travel
"When the plane is delayed, it's not the fault of the girl at the desk. I'm resigned to the fact that everything is out of my control and that air travel nowadays is barbaric.",Tom Conti,Travel
"Human uploads have such a natural advantage over present-day people in the environment of space, it's exceedingly unlikely flesh-and-blood beings will ever engage in interstellar travel.",Frank Tipler,Travel
"If I had children, I would be very selfish. I wouldn't be out doing things. But by not having kids, it makes me freer to travel the world and talk about things I feel are important.",Linda Blair,Travel
"The poem is not, as someone put it, deflective of entry. But the real question is, 'What happens to the reader once he or she gets inside the poem?' That's the real question for me, is getting the reader into the poem and then taking the reader somewhere, because I think of poetry as a kind of form of travel writing.",Billy Collins,Travel
"But he knew people and he was head writer for Have Gun Will Travel, and if you took those early Star Treks that we did and put us in a western wardrobe and put us on wagon train going west, we can say the same lines.",Majel Barrett,Travel
Our government shouldn't tell us where to travel and where not to travel.,Jeff Flake,Travel
"Since traveling is such a big part of my life when I am working, I like to vacation relatively close to home. Florida is a great place for me to go and relax. It's so close, which is perfect because it's the minimal travel time.",Hilary Rhoda,Travel
The travel writer seeks the world we have lost - the lost valleys of the imagination.,Alexander Cockburn,Travel
To travel hopefully is better than to arrive.,James Jeans,Travel
Everyone is a genius at least once a year. The real geniuses simply have their bright ideas closer together.,Georg C. Lichtenberg,Intelligence
It is good to rub and polish our brain against that of others.,Michel de Montaigne,Intelligence
Always be smarter than the people who hire you.,Lena Horne,Intelligence
"Mad, adj. Affected with a high degree of intellectual independence.",Ambrose Bierce,Intelligence
"I not only use all the brains that I have, but all that I can borrow.",Woodrow Wilson,Intelligence
"It takes a lot of things to prove you are smart, but only one thing to prove you are ignorant.",Don Herold,Intelligence
Man is the most intelligent of the animals - and the most silly.,Diogenes,Intelligence
"Man becomes man only by his intelligence, but he is man only by his heart.",Henri Frederic Amiel,Intelligence
There is no greater evidence of superior intelligence than to be surprised at nothing.,Josh Billings,Intelligence
The higher the voice the smaller the intellect.,Ernest Newman,Intelligence
Intelligence is really a kind of taste: taste in ideas.,Susan Sontag,Intelligence
It is better to have a fair intellect that is well used than a powerful one that is idle.,Bryant H. McGill,Intelligence
"The bookful blockhead, ignorantly read With loads of learned lumber in his head.",Alexander Pope,Intelligence
We all agree that pessimism is a mark of superior intellect.,John Kenneth Galbraith,Intelligence
A person must have a certain amount of intelligent ignorance to get anywhere.,Charles Kettering,Intelligence
The emotional brain responds to an event more quickly than the thinking brain.,Daniel Goleman,Intelligence
"I can't tell you if genius is hereditary, because heaven has granted me no offspring.",James Whistler,Intelligence
"If little else, the brain is an educational toy.",Tom Robbins,Intelligence
There is nobody so irritating as somebody with less intelligence and more sense than we have.,Don Herold,Intelligence
People are smarter than you might think.,John Astin,Intelligence
"It is not worth an intelligent man's time to be in the majority. By definition, there are already enough people to do that.",G. H. Hardy,Intelligence
"Wherever smart people work, doors are unlocked.",Steve Wozniak,Intelligence
"When I see a dolphin, I know it's just as smart as I am.",Don Van Vliet,Intelligence
To be able to fill leisure intelligently is the last product of civilization.,Arnold J. Toynbee,Intelligence
"Ignorance is no excuse, it's the real thing.",Irene Peter,Intelligence
Most vegetarians look so much like the food they eat that they can be classified as cannibals.,Finley Peter Dunne,Food
I like to eat and I love the diversity of foods.,David Soul,Food
I think Australian food is probably some of the best in the world.,Karrie Webb,Food
"I love food and I love everything involved with food. I love the fun of it. I love restaurants. I love cooking, although I don't cook very much. I love kitchens.",Alma Guillermoprieto,Food
"Confit is the ultimate comfort food, and trendy or not, it is dazzling stuff.",Sally Schneider,Food
Italy will always have the best food.,Diane von Furstenberg,Food
"If you are ever at a loss to support a flagging conversation, introduce the subject of eating.",Leigh Hunt,Food
"The less food, the more time to talk, the more to talk about.",Damon Wayans,Food
"Chicken fat, beef fat, fish fat, fried foods - these are the foods that fuel our fat genes by giving them raw materials for building body fat.",Neal Barnard,Food
The food that enters the mind must be watched as closely as the food that enters the body.,Pat Buchanan,Food
The disparity between a restaurant's price and food quality rises in direct proportion to the size of the pepper mill.,Bryan Miller,Food
"One of the glories of New York is its ethnic food, and only McDonald's and Burger King equalize us all.",John Corry,Food
"More than any other in Western Europe, Britain remains a country where a traveler has to think twice before indulging in the ordinary food of ordinary people.",Joseph Lelyveld,Food
Part of the secret of a success in life is to eat what you like and let the food fight it out inside.,Mark Twain,Food
"Even when a person has all of life's comforts - good food, good shelter, a companion - he or she can still become unhappy when encountering a tragic situation.",Dalai Lama,Food
"I think of it as a good opportunity to let, in particular, school kids know that this job and other interesting jobs in science and engineering are open to anyone who works hard in school and gets a good education and studies math and science. And that it's not just for a select group of people.",Ellen Ochoa,Education
"The first big break was winning a scholarship to go to Cambridge University. I was very lucky, because my parents couldn't have afforded a university education for me. Without a scholarship I couldn't possibly have gone.",Trevor Nunn,Education
Public education grants secular worldviews an exclusive monopoly in the classroom.,Nancy Pearcey,Education
"Mothers, unless they were very poor, didn't work. Both of my parents had to leave education. My mother had to work in a cotton mill until 18 or 19, when she took some training in domestic science.",Roger Bannister,Education
"It's commonly said that people who've been ill in childhood and who've had an upset education never really regret that they do. It means that you don't look at the world in the way that other people do, and if you were inclined to be a writer, that's a help.",John Keegan,Education
"Our school education ignores, in a thousand ways, the rules of healthy development.",Elizabeth Blackwell,Education
The point of my work is to show that culture and education aren't simply hobbies or minor influences.,Pierre Bourdieu,Education
"In Philadelphia, our public safety, poverty reduction, health and economic development all start with education. We can't grow the middle class if we don't give our kids the tools they need to innovate and invent.",Michael Nutter,Education
"What the mayors care about is, 'How can I get money to invest in the infrastructure in my city? How do we put people back to work, lower the unemployment rate, provide for job training programs? How do we make class sizes smaller and make investments in our children from an education standpoint?'",Michael Nutter,Education
"Law without education is a dead letter. With education the needed law follows without effort and, of course, with power to execute itself; indeed, it seems to execute itself.",Rutherford B. Hayes,Education
I am less disposed to think of a West Point education as requisite for this business than I was at first. Good sense and energy are the qualities required.,Rutherford B. Hayes,Education
"I thought if anyone need a leg up, it was our foster children. So, I started getting involved in education reform, and that was back in 1998. And as a result of all the reform work that I had done, people urged me to run for the Minnesota state Senate. I did, I was there for six years.",Michele Bachmann,Education
"I'm not only a lawyer, I have a post doctorate degree in federal tax law from William and Mary. I work in serious scholarship and work in the United States federal tax court. My husband and I raised five kids. We've raised 23 foster children. We've applied ourselves to education reform. We started a charter school for at-risk kids.",Michele Bachmann,Education
"I am a firm believer in education and have worked very hard to tell young Latinos that they must go to college and that, if possible, they should pursue an advanced degree. I am convinced that education is the great equalizer.",Jimmy Smits,Education
"I had passed through the entire British education system studying literature, culminating in three years of reading English at Oxford, and they'd never told me about something as basic as the importance of point of view in fiction!",Philip Pullman,Education
"I have maintained a passionate interest in education, which leads me occasionally to make foolish and ill-considered remarks alleging that not everything is well in our schools.",Philip Pullman,Education
He didn't work for money. He worked because he loved kids and education.,Richard Lamm,Education
"For this reason, to study English literature without some general knowledge of the relation of the Bible to that literature would be to leave one's literary education very incomplete.",Lafcadio Hearn,Education
"I tell young people to prepare themselves as best they can for a world that grows more challenging every day-get the best education they can, and couple that education with real-life experience in social justice work.",Julian Bond,Education
"I was in fashion school, my brother has a law background, and my sister-in-law had worked in production, but none of us had a proper fashion business education.",Alexander Wang,Education
Education is the methodical creation of the habit of thinking.,Ernest Dimnet,Education
"In 1993, as House Democratic Leader, I led the fight to pass the Clinton-Gore economic plan - a plan designed to slash the deficit, invest in education, cut taxes for working families, and ask the wealthy among us to pay their fair share... Not one Republican voted for that plan. They said it was a job killer.",Dick Gephardt,Education
"I grew up in a household that was a labor household. My dad was a Teamster and a milk truck driver. My mother was a secretary. Neither of them got through high school. But they worked hard and they gave me very, very important opportunities to go to school, get a good education.",Dick Gephardt,Education
"Education is critical not only to each one of us individually, but also to build the economic vitality of our state.",John Hoeven,Education
The smartest thing we can do to create high-wage jobs and grow our economy is to keep our focus on education.,Bill Richardson,Education
Forgiveness says you are given another chance to make a new beginning.,Desmond Tutu,Forgiveness
"Every year during their High Holy Days, the Jewish community reminds us all of our need for repentance and forgiveness.",Billy Graham,Forgiveness
"Inner peace can be reached only when we practice forgiveness. Forgiveness is letting go of the past, and is therefore the means for correcting our misperceptions.",Gerald Jampolsky,Forgiveness
"Forgiveness is an act of the will, and the will can function regardless of the temperature of the heart.",Corrie Ten Boom,Forgiveness
Nothing inspires forgiveness quite like revenge.,Scott Adams,Forgiveness
"I deepen my experience of God through prayer, meditation, and forgiveness.",Marianne Williamson,Forgiveness
"Here is the amazing thing about Easter; the Resurrection Sunday for Christians is this, that Christ in the dying moments on the cross gives us the greatest illustration of forgiveness possible.",T. D. Jakes,Forgiveness
We cannot embrace God's forgiveness if we are so busy clinging to past wounds and nursing old grudges.,T. D. Jakes,Forgiveness
Without forgiveness life is governed by... an endless cycle of resentment and retaliation.,Roberto Assagioli,Forgiveness
"We think that forgiveness is weakness, but it's absolutely not; it takes a very strong person to forgive.",T. D. Jakes,Forgiveness
The first step in forgiveness is the willingness to forgive.,Marianne Williamson,Forgiveness
"Because forgiveness is like this: a room can be dank because you have closed the windows, you've closed the curtains. But the sun is shining outside, and the air is fresh outside. In order to get that fresh air, you have to get up and open the window and draw the curtains apart.",Desmond Tutu,Forgiveness
"Forgiveness is about empowering yourself, rather than empowering your past.",T. D. Jakes,Forgiveness
"You've just got to have a sense of respect for the person you have children with. Anger doesn't help anybody. Ultimately you have to say forgiveness is important, and honoring what you had together is important. But it's easy to say and harder to do.",Nicole Kidman,Forgiveness
I think the first step is to understand that forgiveness does not exonerate the perpetrator. Forgiveness liberates the victim. It's a gift you give yourself.,T. D. Jakes,Forgiveness
"If only I wasn't an atheist, I could get away with anything. You'd just ask for forgiveness and then you'd be forgiven. It sounds much better than having to live with guilt.",Keira Knightley,Forgiveness
"Before Nelson Mandela was arrested in 1962, he was an angry, relatively young man. He founded the ANC's military wing. When he was released, he surprised everyone because he was talking about reconciliation and forgiveness and not about revenge.",Desmond Tutu,Forgiveness
"In the evening of life we shall be judged on love, and not one of us is going to come off very well, and were it not for my absolute faith in the loving forgiveness of my Lord I could not call on him to come.",Madeleine L'Engle,Forgiveness
"I have to ask Allah's forgiveness and not get angry, because they come to me out of love, and it's not fitting that I should turn to them in hatred.",Abdul Qadeer Khan,Forgiveness
"Soon I realized that if beauty equalled forgiveness, I was never going to be forgiven.",Kevyn Aucoin,Forgiveness
"I did a lot of things that I regretted and I certainly paid for my mistakes. You have to go and ask for forgiveness and it wasn't until I really started doing good and doing right, by other people as well as myself, that I really started to feel that guilt go away. So I don't have a problem going to sleep at night.",Mark Wahlberg,Forgiveness
I believe in the forgiveness of sin and the redemption of ignorance.,Adlai E. Stevenson,Forgiveness
"Murder is unique in that it abolishes the party it injures, so that society has to take the place of the victim and on his behalf demand atonement or grant forgiveness; it is the one crime in which society has a direct interest.",W. H. Auden,Forgiveness
"I got all my work done to graduate in two months and then they were like, I'm sorry, you have to take driver's ed. I just kind of went, Oh, forget it.",Fiona Apple,Graduation
I first became interested in women and religion when I was one of the few women doing graduate work in Religious Studies at Yale University in the late 1960's.,Carol P. Christ,Graduation
One half who graduate from college never read another book.,G. M. Trevelyan,Graduation
I graduated a the top of my class in the '84 Olympic Games; I won a gold medal.,Scott Hamilton,Graduation
"For students today, only 10 percent of children from working-class families graduate from college by the age of 24 as compared to 58 percent of upper-middle-class and wealthy families.",Patrick J. Kennedy,Graduation
"Remember, half the doctors in this country graduated in the bottom half of their class.",Al McGuire,Graduation
"At the School of Visual Arts in New York, you can get your degree in Net art, which is really a fantastic way of thinking of theater in new ways.",Laurie Anderson,Graduation
"When nearly a third of our high school students do not graduate on time with their peers, we have work to do. We must design our middle and high schools so that no student gets lost in the crowd and disconnected from his or her own potential.",Christine Gregoire,Graduation
"When I graduated from Santa Monica High in 1927, I was voted the girl most likely to succeed. I didn't realize it would take so long.",Gloria Stuart,Graduation
I did get a degree in special education.,Clay Aiken,Graduation
I have actually five honorary degrees.,Katherine Dunham,Graduation
College atheletes used to get a degree in bringing your pencil.,Ruby Wax,Graduation
"I think young writers should get other degrees first, social sciences, arts degrees or even business degrees. What you learn is research skills, a necessity because a lot of writing is about trying to find information.",Irvine Welsh,Graduation
"I don't look to find an educated person in the ranks of university graduates, necessarily. Some of the most educated people I know have never been near a university.",John Keegan,Graduation
"I didn't get my degree at NYU; I got it later, they gave me an honourary one.",Jim Jarmusch,Graduation
"I went to college at the University of Kansas, where I got a degree in political science.",Sara Paretsky,Graduation
The college graduate is presented with a sheepskin to cover his intellectual nakedness.,Robert M. Hutchins,Graduation
"Our record number of teenagers must become our record number of high school and college graduates and our record number of teachers, scientists, doctors, lawyers, and skilled professionals.",Ruben Hinojosa,Graduation
The knowledge of languages was very useful. I have a university degree in foreign languages and literature.,Emma Bonino,Graduation
"Some go on to trade schools or get further training for jobs they are interested in. Some go into the arts, some are craftsmen, some take a little time out to travel, and some start their own businesses. But our graduates find and work at what they want to do.",Daniel Greenberg,Graduation
I was the first boy in the Kennedy family to graduate from college.,Mark Kennedy,Graduation
"Yeah, I spent about 20 years in a dorm room. It took me a while to graduate.",Douglas Wilson,Graduation
