@relation Camera__468Negetive556Positive-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute 'Got this yesterday and like it, had before. Just to note, PowerShot A2500 is an entry-level pocket camera which is very similar to PowerShot A2300: 16-megapixel 1/2.3\" sensor, DiGiC 4 processor, and 5x zoom 28mm wide angle lens, 2.7\" LCD. Even 720p HD video capabilities are the same.Pros:1. What really distinguishes it from its predecessor is Smart Auto Mode recognizing 32 shooting environments and adjusts settings for better quality. It automatically selects the best shooting settings for optimal quality based on the environmental factors (lightning I guess) to provide point\'n\'shoot simplicity.2. 16.0 Megapixels, with loads of resolution pictures are still clear. High resolution is also good for producing biggest printouts.3. 5x Optical Zoom is sufficient in most cases.4. DIGIC 4 Image Processor. Not as fast as DIGIC 5 though fast and powerful enough to give you advanced system options, provide quick-shoot with reliable performance and low battery consumption. As far as I know DIGIC 4 is currently Canon\'s most efficient processor for budget cameras. BTW it has some Eco mode, that is said to be providing even faster warm-up times and saves the standard battery, but I haven\'t tested it yet.5. Very lightweight, just put it into your pocket, can take it everywhere.6. Price tag - $99. You can\'t get any better camera for the price.Cons:1. Like A2300 it lacks optical image stabilization, though it\'s got digital image stabilization.2. 1/2.3\" sensor. Well, entry level CCD providing good pictures, not of a DSLR quality, that\'s all I can say.Summary:Sure this is not the best camera in the world. I definitely knew it when I bought the camera. BUT, I was pleasantly surprised with the quality of pictures I shot.If you\'re like me (not a pro) and looking for a budget point-and-shoot camera taking family photos and events, mostly shoot in daylight or good lighting, I\'d definitely recommend it, taking into account its price tag of $99 - just about right.' string
@attribute ' positive' {' positive',' negetive'}

@data
'Opened the camera, took a couple very blurry pictures, read through the entire manual, called technical support, waited on hold 15 minutes to be told \"I don\'t know how to help you\" only to have a lens obstruction error occur and now the lens won\'t retract back into the camera. Will not be getting this replaced!',' negetive'
'I have had the camera for about 1 week and it seems to take good pictures.  I am pleased that I can take pictures with no blur.  But when I went to hook the camera to my computer it came up with an error code and would not allow any of the pictures to down load by using the cord.  I tried it on another computer and the same problem.  I tried to get ahold of Kodak and the only way to reach them is by email.  It took them 5 days to reply.  And they said that Kodak no longer supports the Easyshare software problems.  I am able to use the memory card to download pictures but since I cannot download the \"set up\" by the directions given with the camera I cannot use the \"SHARE\" button to automatically link the pictures to facebook.',' negetive'
'I purchased this camera after researching what I thought quit well. Now that I have it and tried to download the software and share photos I get a script error and Kodak no longer offers the download or support. Waste of money, but it is a Beautiful camera and takes great pictures - I can only view them by removing the memory card and putting it directly into the computer. How and why can/do they sell/allow to be sold new merchandise with No type of support or means to use it to the full functioning capabilities? don\'t waste your money, unless you don\'t want to use all of the functions it is to have!!',' negetive'
'Plugged the camera in to upload the software and it kept giving me an error message and wouldn\'t do anything, so basically I have a camera, I can take pictures but I can\'t do anything with them, a lot of good that\'s going to do me.',' negetive'
'The camera had terrible latency issues.I would throw it in the garbage if I was unable to return it.I turn it on. The screen comes on. I set the date and time.I try to activate the zoom. I seems not to work, about 3-4 seconds later the zooming occurs.I press the button to take a picture... nothing. I press again and, click, picture taken. I try to uses the thumb pad to delete the picture, no response. The screen goes black. At this point the camera is totally non-responsive.I press the power button to turn it off, but the lens stays open for about 10 seconds before it goes off.This is the second Kodak camera I have purchased that has been dysfunctional to the point of being useless.Fool me once... you know the rest.',' negetive'
'Camera won\'t mount on my macs as a hard drive, and the easyshare software can\'t find it.The buttons on the device itself are terrible.This is a cut rate product, and it functions like one.',' negetive'
'Photos are hit and miss in terms of whether they are clear and focused.  For the price, it\'s ok to buy for a child as a toy camera, but don\'t have high expectations of this camera if you\'re buying for yourself.  Very disappointed.  I\'m giving it to my son and buying something else.',' negetive'
'I am not happy with the camera, It didn\'t have a memory card with it so i called support, they told me to go online and download so I could get it on my computer because it would not let me transfer at all. I went online to download and they said sorry this has expired so I can\'t get any pictures off the camera to share on my computer at all. I took two pictures and it said that the internal memory was full. Highly doubtful I will order again from amazon. My family just moved away and we want to share pictures but I can\'t even do that with this camera. If I would have saved the box and proof of purchase you have it back.',' negetive'
'I compared this to the Olympus camera that was a similar price. Due to this camera\'s slightly lower price and good reviews, I bought it. It is going into the trash as soon as I get my new Olympus. This camera has trouble focusing. Most photos I take are blurry, even after allowing it time to bring the focusing box on screen. You can\'t just shoot a picture, you have to coax it out of the camera. Taking many photos with the flash is a slow process. The camera misfires frequently so you end up with lots of black photos. When the flash does work, it only barely lights a room. On 90\% of my interior shots I have to lighten the photos in a computer software program. There is no way I have found to adjust the Fstop as there is in the Olympus so you are at the mercy of it\'s auto adjust to everything and it\'s not too picky about getting things lit or focused. The viewfinder has an adjustment so you can lighten what you see there, but then you aren\'t getting what you see on the viewfinder! The viewfinder may show a light photo but after you download it you realize it\'s very dark. What good is that?I use this to photo houses I work on and it\'s a pain. I\'ll never buy another cheap Kodak camera again!',' negetive'
'it takes photos but share button will not workso i spent money for a piece of junk i did try like it saidyou are buttonrobert foxtell me how to use sh',' negetive'
'The camera had terrible latency issues.I would throw it in the garbage if I was unable to return it.I turn it on. The screen comes on. I set the date and time.I try to activate the zoom. I seems not to work, about 3-4 seconds later the zooming occurs.I press the button to take a picture... nothing. I press again and, click, picture taken. I try to uses the thumb pad to delete the picture, no response. The screen goes black. At this point the camera is totally non-responsive.I press the power button to turn it off, but the lens stays open for about 10 seconds before it goes off.This is the second Kodak camera I have purchased that has been dysfunctional to the point of being useless.Fool me once... you know the rest.',' negetive'
'Would NOT recommend product...it came without a memory card.  Has internal storage for 10 pictures.  What good is a camera that takes only ten pictures?  I will be contacting Kodak about this problem and if I am not satisfied I shall return it ASAP.',' negetive'
'This camera software will not work on any of my computers and when you check on line with Kodak it says they no longer offer downloads or tech support for this product. I should have known better I already bought one of their printers. The wifi never works and although the ink is cheap you run out after very few prints.',' negetive'
'I am very disapointed, because the camera came with a damaged lens, and I don\'t know what to do now.',' negetive'
'I bought this camera for my 9 year old son. We got it and installed the batteries included and it didn\'t work. We used fresh batteries and it didn\'t work. We\'re returning it.',' negetive'
'I have a part time job as a lister to earn some extra cash which requires me to take numerous photographs with a digital camera. One of the camera\'s is the Easyshare C195. I have an old 1megapixel A10 Canon that not only takes better pictures than the C195, it\'s far less frustrating.  My biggest complaint with the C195 is the fact that the camera never seems to focus on the object you are shooting, but the wall or a random space. The pictures at times look clear on the screen, but once downloaded are very blurry. I have never seen a camera take so many out of focus pictures. I had to take a picture of a Coach bag from every angle. I took 47 pictures of the front of the bag in our staging area. Not a single one of them was in focus. The camera also likes to apply some yellow filter at times to ruin pictures. I\'ve also noticed that if battery life is less than 50\%, the camera will not download pictures to the pc but rather an error will display.',' negetive'
'after using camera 5 times lens does not retract, I,m stucked with a brand new camera I can not use.',' negetive'
'I hate this camera!  It doesn\'t work with Mac and they have no support!  Don\'t waste your money.  You suck Kodak!  I will never buy your products again.',' negetive'
'I guess you do get what you pay for, but the $79 for this camera was overpriced. So many things wrong with it:1.  I ordered the blue, which was lovely in the product picture. When I opened the box, I swore: they sent me a black one instead. Wrong. Upon microscrutinizing it, it was dark, dark, DARK blue. Barely \'blue.\'2.  The function \'buttons\' are made for Lilliputians with tiny fingers. Very hard to depress with a normal-sized finger.3.  The package does not include an instructional guide, just a tiny foldout thing with very scant info in 4 different languages.4.  To view the guide you have to log on to an internet site. Shameful that a decent quick-guide couldn\'t be included to carry around.5. This camera is supposed to be able to be set for sepia and black & white photos. On the online guide it tells you which buttons to click, and the color setting is one function under a menu category called \'Capture.\' The guide has around 7 or 8 selections under Capture: the camera has three, and color is not one of them.6.  The transference from the camera to the PC is not as one-step as the Canon, and you have to click on several options to get to where you can upload.Kodak: uh uh - never again.',' negetive'
'What a nightmare!First impression... wow that is one heavy digital camera! It takes forever for picture to get stored to memory card once you snap your picture. My memory card has speed of 4, which is standard memory card speed and my other cameras store it in 1 second. Next thing that sucks is that you have to hold you hand still when you take pictures or they will come out blurry. If you use flashlight your pictures will most of the time come out blurry. Video quality sucks really bad, it\'s all grainy like ancient old tv picture quality with snow in it. The sound in the video is really bad as well. Can\'t even compare with my 10 year old digital camera by sony. I tried to connect it to computer to upload pictures but it would never turn on. It was always like this since I purchased it. I had to put in memory card in my other camera to be able to upload pictures on pc. If you want headache and problems in your life.. this is the camera for you!',' negetive'
'I have and still use my 35mm auto/manual focus FILM camera. I love it, despite the length to see my results. I got this camera to capture and share holiday moments of me and my 4 year old.As I see that most reviews were posted over 2 years ago, I\'m an idiot for wasting my money on this piece of ....All but 2 of my first pics were blurry.Then \"Easyshare\" is not so easy. There is no longer any software to download to even set up the sharing options.All of the links I click on, sends me to \"contact support\" and \"sorry for the inconvenience.\"I\'m so glad I tested it before I took irreplaceable photos. But both Amazon and kodak need to take these off the market or be honest upfront.',' negetive'
'One star is all this one is definitly worth!  I only had this camera a month and then it turn to a piece of crap!',' negetive'
'This would not be a bad camera if you just want to take pictures of the family around the house.  For anything much beyond that, its not very good. It may actually be one of Kodak\'s worse. The buttons are tiny, in a crevice and not easy to use unless you can look at the camera in the light. You will never be able to turn the camera on quickly for a spontaneous photo. Not really all that big of a deal since it won\'t capture a quick picture anyway. The delay from the time you press the button to take the picture and the camera records it is so long that many subjects will not even be in the picture. Tried to take pics of the Air Force Thunderbirds, the only way possible is to \'snap\' the picture before the planes are even within the camera\'s viewfinder.  Then many times, it will blur a picture anyway. Turning the flash on and off, too difficult. Cannot turn flash on by the push of a button (it will only go to auto) you have to go to the programs. The program menu takes a while to navigate so you may lose a picture while trying to find a workable setting. And if the camera goes into auto shut off, you have to go through the whole programing thing again because it will come back on in auto only. All in all, the worse I have ever had and I have always been a huge Kodak fan. Don\'t have any idea what they were thinking of but this is a huge disappointment. Again, for a planned family event or some thing similar, probably good enough. For capturing special unplanned moments, you will just be disappointed.',' negetive'
'Not even 30 days passed and the lens mechanism was stuck in the open position.  Can\'t do anything else with it.  Need to contact the seller regarding how to warranty this item.  Won\'t buy this brand again, that\'s for sure.',' negetive'
'The camera would be a great choice but, no sd card,? come on give us a breakUntil Kodak believes in customer satisfaction buy the sd card together during purchase.',' negetive'
'I ordered this Camera because it was Purple and I had been using an older Kodak EasyShare for several years that I had never had an issue with.  This Camera will not work more than a few mins and you have to replace the batteries.',' negetive'
'I was disappointed with this Kodak Camera. If you lower the megapixels by half the picture becomes grainy amd the colors become too pale. I had always owned an EasyShare camera, but this time I am completely dissapointed by the quality of this product.',' negetive'
'Pros: it\'s cheap and not bad quality.Cons:Well.. The quality of the handling. I didn\'t expect I would get a defective product. As soon as I opened it, the screen was cracked.',' negetive'
'I purchased this camera 12/17/10 and thought I was getting a great deal at $80.  Wanted to replace my 5 yr old Kodak Easyshare that didn\'t have an LCD display and was 4MP.  This camera at 14MP takes the same quality pictures, no difference.  Another issue is that the batteries were dead in 2 days, sent by Kodak with the camera, with very little use, less than 20 photos taken.  My older Kodak could use the same batteries for 3 wks!  Also, the controls are difficult to navigate without using a fingernail and low light situations take poor photos, there\'s some type of delay for the flash and then you loose your shot.  Another issue is that it states takes SDHC cards but these cards have to be formatted, unlike regular SD cards and if you take the SDHC card out you have to go to the trouble of reformatting again.  SDHC card was not recognized when I tried to upload photos, whereas any SD card that I used in the camera was no problem uploading.  Also, didn\'t like the fact that there\'s no viewfinder for outside photos, in addition to LCD screen and you have to date stamp each photo that you take instead of just setting the date once and the date appearing on all photos you take unless you remove that option.  Took the camera back to the store and will use my old camera for awhile longer.',' negetive'
'The price of this camera even being so low is still way too high for this piece of junk. I haven\'t even been able to take it out and use it yet and it\'s already fallen apart... Do not buy this!',' negetive'
'I was unable to figure out how to use this camera even though I owned a esay share kodak camera previouslyI was unable to get help off of the kodack easy share help line eitherI want to return it',' negetive'
'will not load software to my computer.  even got software disk!!!!!!!!!!  would like help to make camera or memory card work.  THANK YOU!!!!!!!!!!',' negetive'
'Bought this camera thinking the price was low, kodak was a great household brand and the AA alkaline battery option would obviate the need for home battery recharging. Also it is easy to carry an extra pair of AA batteries. To my shock and dismay, the batteries died after taking about 10 photos the first time I used it and that too while in the midst of an important home function photo-taking session. Thought the battery was bad and replaced with a new set of batteries and same thing happened again. Used to have a cannon camera with a rechargable lithuim battery before this camera that served me well for many years. Now I am trying out rechargeable AA battery for the Kodak camera. Hopefully I will have more luck.',' negetive'
'camera did not work lens would not open so I was not allowed to use the camera. I also was not satisfied with the color I had to change colors when I ordered another one.',' negetive'
'On-line with Kodak now .... the agent is telling me that this camera does not come with the easyshare software but with the sharebutton app. The camera will only transfer photos to my computer using this. THE ISSUE IS THAT MY COMPUTER DOES NOT RECOGNIZE THE FRIGGIN\' CAMERA!I bought this today and am taking it back TOMORROW!!!!!!!!!!!',' negetive'
'We gave this to my daughter for Christmas, but here we are -- in mid March and the camera is broken.  Didn\'t even last 4 months.  We\'re so disappointed, as is she.  Received lens error, now massive clicking sounds.  This one is a mess.  Wouldn\'t recommend.',' negetive'
'My Canon Powershot camera was $59. I needed a cheap camera fast and I got mine within two days. The charger plugged directly into the wall with a place for the battery to sit. So far so good. But unlike all other cameras I have bought, it did not even come with a starter memory card. When I took a picture, it told me \"Cannot Record.\"  And there was no USB cable to connect to my computer either. That\'s a new one for me too.I repeat there is no memory card and no USB cord, so you can neither take a picture nor view it.But it did say in the book that there was a \"*power cord,\"(asterisk included) written in smaller font on the starter page under Package Contents. But there was no such thing. Then under the first step, \"Charging the Battery, \" it tells you to, \"Plug the power cord into the charger, then plug the other end into a power outlet.\" I was able to charge my battery without this power cord. It was only by using a powerful light that I could see that on the back of my battery charger was the model number inscribed as CB-2LF, and I did not need this power charger. Such needless aggravation.I have a wee website in which I am Amazon affiliate and I was going to write a review. But it looks like that will have to wait until the add-ons I ordered today come in. So much for trusting Amazon to give me the full low-down. It should come with a huge caution sign for buyers, especially at this price. These things do add up. How can you make a price/feature comparison if you have to calculate so many variables? Furthermore, a camera at this price, might be  for a gift, and the gift recipient would be pretty bummed if they had to order additional items just to make the Canon Powershot A2500 work.The bigger problem will be when I get the memory card and the proper USB cord, what happens if I don\'t like the picture of the camera or how it functions? Will the aftermarket companies allow me to send back their products and get a refund that includes the shipping cost? It would have been so much more convenient for Canon to sell a complete package.I guess  learned my lesson. The product description on Amazon gave the features of the camera. But it did not list what came in the box. I should have read through each review and customer Q & A to glean what was still needed to make this camera fully operable.If this were a car it would be missing its steering wheel, and other car stuff, which I can\'t think of the analogies, because I am so frustrated.But there are three nice things I can tell you: The cherry red is easy to spot in a dark purse and it is very, very light weight. And one kind person on this site Ricky Lorda, answered my question about the USB from the ask customer section of this page, saying that it did come with a USB cord (although as I mentioned, mine did not), and that was very nice of him to give me his quick response.',' negetive'
'There was no memory card that fit it! I went to Walmart to find it and it still doesn\'t work!',' negetive'
'Very disappointed in customer service. The camera said it came with free SD card and free case but when I received it there was no SD card or case so I called and they said I was suppose to click on learn more and then check those items but it said it cost for those items so I didn\'t click on them cause I thought I was getting them free. When I called customer service said they could not send the SD card or case. Very misleading, I\'m a very good customer but that didn\'t matter. So I would not buy this item for that reason.',' negetive'
'Took this camera to Disneyland and it kept freezing and had lines going through it so the pictures didnt turn out very well. Really want to return.',' negetive'
'I purchased this Canon based upon reviews found on the web.  I compared the picture quality by using 2 cameras taking the exact same picture at the exact same time then comparing the results.  The other camera was my Canon SX110 purchased in 2008.  I was looking for a \"better\" camera, more pixels, better resolution...  Not nearly as good and I wanted better.  I wouldn\'t recommend this for kids to use as a toy.',' negetive'
'It was cheap and not at all like my previous camera.  I returned it and will be ordering a different model  Customer service was great however.',' negetive'
'Bought this camera during Thanksgiving. the product was shipped later than the agreed date ..the deal came with the case and 16gb card. I did not receive the card and case I was promised..I ordered this camera for the sd card offered for the low price....I could have purchased sony wx710 instead for the same price. very flimsy tooo...planning to return',' negetive'
'Do not like camera...photos are not up to par from less expensive older one.  Will not use it again.  Will keep it strictly as emergency backup but not happy about it.',' negetive'
'Purchased in late Sep 2013, on a trip in Jan, the lens motor jammed.  Now it doesnt focus. You can hear a  motor inside constantly trying to do something. OUt of focus now. Zooms in and out, but wont focus.Second cannon product that has broken on me. Will be my last. Amazon return said my window has closed. So guess I\'m out of luck.',' negetive'
'Have not used it enough to really rate this product and I keep taking pictures of myself which is really weird.',' negetive'
'I bought this camera and it eats batteries like crazy.  I might be able to take 5 pictures and then it needs new batteries.  It should be rechargeable.',' negetive'
'The camera that I received does not work. The image is totally blurred on the screen, probably a CCD issue. It is useless.',' negetive'
'Pictures are blurry and unfocused when the zoom is used. If you use the flash there are big blotches in your picture. I\'m really sorry I bought this camera.',' negetive'
'It appears to be a nice little camera. BUT, it comes with no USB cord, no memory card, AND NO MANUAL. You can download a 119 page manual from the Canon Web site.  If your tech challenged forget it. This was the first digital camera I ever purchased. When I opened the box there was no disc for my computer. I\'m not one to download info from a web site. So I decided to return it. In my case it would be best for me to go to a camera store and get personal  advice form a sales person.',' negetive'
'I am suppose to get a case and a memory card with my order of the A2500. 16mp digital camera with 5x optical image stabilized',' negetive'
'I\'m so embarrassed - no memory card and gave as a present.  Now buying a memory card which changes the whole deal.. Cheep decision by cannon.  You suck',' negetive'
'The three item package proved to be useful.  I am not able to check on photos I have taken only when I have attached it to my computer then I can see the photos.  I am working on that.  Nice and easy to handle.',' negetive'
'after waiting 7 days to receive my camera, there was no memory card or power cord inside and it was useless. if I know I would order memory card, but there was no mention to that in the description info !!',' negetive'
'This camera is not user friendly. I had to keep resetting the date, the flash never stayed on which is a pain in the ass and it took 5+ seconds for the shot to be taken. Too bad Kodak went of biz. I still prefer their easyshare camera.',' negetive'
'This is a horrible product and when I called Canon support I was told \"Well we didn\'t sell it to you\" !!!?',' negetive'
'CRAP.  DEFECTIVE.  MISSING PARTS.  NOT GOOD AT ALL.  ALWAYS HAD CANON.  WILL RETHINK MY DECISION.  IN PROCESS OF SENDING IT BACK FOR MY RFUND.',' negetive'
'I researched this camera very carefully before ordering.Canon stated that it was compatible with Windows Vista.Well, it wasn\'t.Canon blamed it on MS Silverlight.I have never dealt with such a hostile, arrogant tech support.I thought that this would be plug and play like every other digital cameras I have purchased.One completely frustrating, waste of time experience.Grateful that Amazon made the return an easy experience.Even the Canon feedback e-mail was awful and consistent with this poor experience.It got to 99\% and it wouldn\'t complete loading.My 1st and last Canon product!',' negetive'
'I had the camera for about 6 months and it quit working.  I sent it back to Canon and they said my warranty is null and void because I bought it from Amazon.  I couldn\'t believe it!  They don\'t warranty the largest retailer in the world!  Also,  I left the Wausabi battery in the camera, so they could see it was charged.  My warranty was again null and void because I used a Wausabi battery recommended by Amazon.  They must really  hate Amazon!',' negetive'
'It was working fine at the beginning, but it\'s zoom lens pulled out and can\'t turn on the camera after that.I don\'t think I cannot fix it, and I did not buy the guarantee so I don\'t think I could get reimburse.',' negetive'
'The low light capabilities are not good at all. The shutter speed lags significantly and if I were taking pictures of my little nephews or dormmates being silly, the pictures would all come out blurry. The turn-on time was slower than expected. Half a second makes a big difference in my opinion. The camera took too long to focus and often times did not focus on the proper subject. I did only take shots in my dorm room, but the lights were on. Maybe if I took pictures in the daytime outdoors, the quality of the pictures would have been better.The color is a very nice red and it was very light and small, but it felt so cheap because of the plastic shell. I returned it and bought the Canon Elph 330, which I like a heck of a lot better.Would not recommend or buy again.',' negetive'
'It takes nice pictures but I\'m a little disappointed that it doesn\'t have a timer for group photos. Good size. Needed to purchase memory card separate.',' negetive'
'This unit has never operated correctly.  after installing new batteries and different memory cards, it always came up with an error of no memory or memory full when these cards were brand new and never used.',' negetive'
'It said it comes with a free case and 16g sd card, non of it came with it, was a plain simple lie by Amazon, anything I can do now?',' negetive'
'This is the worst camera I have ever purchased.  Regardless which setting is used, every picture ends up blurry (even still shots).',' negetive'
'Despite charging the battery until it stated that it was fully charged (Green Light) and inserting the battery properly the camera will not turn on after pressing the on-off button.The camera that was shipped (that was also shipped late despite having Amazon Prime) is defective.',' negetive'
'I am very disappointed with the Canon company. We purchased this very same camera over a year ago, but we lost it in Italy. This version does not come with a memory card or the cable needed to download images.So cheap of Canon!!! The camera does a great job of taking pictures. But that\'s all you get from this version.Our original purchase had lots of bells and whistles on the camera and all the required accessories. This version only let\'s you have normal or low format pictures. We did not purchase this from Amazon, but I do not expect that you would get the needed accessories where ever you decide to purchase this product.',' negetive'
'I bought this because I had a PowerShot and lost it.  No instruction booklet, just a piece of paper that unfolded.  The cord to attach to pc was not in the box so I used my old one.  Could not download pictures.  Camera kept shutting off.  This updated version is awful.',' negetive'
'I was very disappointed with this purchase. I formerly had the A3300 which was definitely much better then the A2500. It shuts off if you don\'t take a picture right away, the image stabilization (which is one of the reasons I purchased this camera) is horrible the picture is always blurry or out of focus and the Auto feature is slow to pick up anything or won\'t change to the correct feature.I would not recommend this camera to anyone and wish that I had gotten a different camera.',' negetive'
'What is the purpose of selling an item that doesn\'t work right out of the box? I really have to buy an additional item just to be able to use this camera? I wonder how long a car dealership would stay in business if after the sale, the customer was told they needed to buy the tires because it wasn\'t part of the original sale, THIS IS BS!',' negetive'
'The first one I got was a DOA, there is no user\'s manual and no power cable -- instruction book says the power cable is included..',' negetive'
'Worthless. Am sending it back. You have to charge the battery every time. I charged this Camera on Sunday. Took 3 pictures and the battery is dead. On Christmas Day. I would give this camera a Big Fat Zero!',' negetive'
'The lens of my camera doesn\'t work.The display stays black and the pictures also.Everything else works, the zoom, the flash, but the most important thing, making pictures, doesn\'tThe display works because I can go through the menu.',' negetive'
'NO instruction on how the camera works in box.  The battery base charger pulls right into wall very dangerous.  The camera seem cheap made.',' negetive'
'I bough the PowerShot A2500 for my wife for Christmas and within 1 1/2 months the LCD screen got all distorted.When I sent it in to Canon they tried to say that the camera was dropped. The camera was never mistreated and Canon refuses to honor the warranty.Don\'t ever buy a Canon product as their customer service is HORRIBLE.',' negetive'
'When I first received it and used it, it worked great.  I put it away for awhile and noticed it needed to be charged.  I will not charge.  Tried everything.  I purchased May 2013, went to use again in July 2013, and that\'s when I noticed it doesn\'t charge.  Maybe I received a lemon but it\'s too bad because the pictures turned out beautiful.  What a waste of good money!',' negetive'
'Because the power cord wasn\'t included in the box. After charging, the camera, it didn\'t work. Returned for a full refund.',' negetive'
'Wanted to have it ready for my wife Christmas morning.  Out of the box the viewed image (not the menu screens) was blurred, cleaned the lens etc no help.  Pictures taken came out with incorrect colors and blurred.  Hoping this was a bad one, but with 2 days until Christmas had to go out and buy local.',' negetive'
'Not sure why it is so hard to buy a point and shoot that takes photos that are in focus. I returned this.  Amazon was great about the return and even paid for the shipping. I bought the Nikon Coolpix S3500. Just a little bit more money and does a much better job.',' negetive'
'I am not sure why people are not finding this review helpful. If you want to buy it and find out it is cheap quality, that is up to you !!! I am trying to save you the aggravation.I purchased a Canon PowerShot ELPH 110 HS for $200 which has been flawless.  and I bought this for my Mom, who wanted a simple camera. As soon as we went to install the battery, we realized that the battery cover is not a proper fit, the quality is consistant with a cheaper camera, After two charges of the battery, which involves opening the plastic door, it started to break.  I sent it back.',' negetive'
'One review remarked that the cord for uploading onto a computer was missing - figured that was probably a fluke...however...nocord! No memory card! A miniscule user manual. We had to download a user manual - 109 pages on our printer! We had to goout and buy the transfer cord. And, we have yet to be able to get an old memory card transferred! This is shoddy stuff and I wassure it had \"Made in China\" somewhere on the packaging...however it says \"Canada\" - maybe we\'d\'ve been better off had it beenMade in China!?! If it weren\'t such a pain, I would return this in a minute! This is not worthy of Amazon\'s quality and is the firsttime I have been disappointed by anything I\'ve ever ordered. I just hope the printer we recently ordered is of higher quality andnot so confusing - and comes with instructions!',' negetive'
'I purchased this camera at Target in August, 2013 and was only able to use it for less than 6-months before it malfunctioned.The camera will turn on (or sometimes it won\'t) and then after a moment, the screen fills with pink/green horizontal lines and is completely frozen until I remove the battery and try again.Completely useless camera.My first and last Canon.I could not be more dissatisfied.Wish there was a 0 star rating.',' negetive'
'Can\'t believe I bought this brand-new! Every picture I take comes out with tons of lines through it! Very disappointed...',' negetive'
'Very poorly made... I\'ve had several Canon point-and-shoot cameras, this is the most poorly made product I\'ve ever come across. Amazon should discontinue carrying this....',' negetive'
'The promotion was buy the camera and get a sd card and case free.....need to read the fine print...order separate...why make it so difficult.  And the camera does not come with a cable to transfer photos to a computer or a manual....come on Canon you can do better.  Very disappointed with this purchase!!!!',' negetive'
'The picture quality is not as I expected would apreciate a better quality camera.want to upgrade.to a more active camera for movement piks an lighting exposure',' negetive'
'I was not told that the camera has no memory card. I try to take photos for my child\'s recital and I was disappointed to miss the whole performance.',' negetive'
'I bought this camera thinking it\'s from Canon so it must be good.  I took it on an international vacation and most of the pictures came out blurry.  It takes a long time for the camera to take a picture and you basically \"lose the moment\" because the camera is so slow.  Its a good camera if you\'ll only take closeups indoor.  I\'m so disappointed that I took such a bad quality camera on my trip and now don\'t have good pictures.  Returned it!',' negetive'
'This camera is not user friendly and it does not take good pictures. An average phone takes better picture than this camera. I wonder why so many people rated it so high.',' negetive'
'Took less than 10 pictures then had lens disk error. Can turn the camera on, but the camera just shuts itself down again. The camera was bought as a present. A piece of junk. Very disappointed.',' negetive'
'Ordered this camera thinking I was getting the memory card and case free however when I received my package it only had the camera. No data cable to download pics.nice camera though\"........',' negetive'
'NOTE: This review/low rating is ONLY regarding the current promotion which lists this camera as including a FREE CASE and MEMORY CARD.The listing makes it appear that a case and memory card will be included when ordering from Amazon LLC... however, be warned, those items WILL NOT be included automatically.  You must add them to your order with the camera.  Furthermore, your cart will show them as priced separately and the promotional discount will not appear until you click the \"estimate shipping and tax\" tab... which makes no sense... but that\'s the convoluted way amazon has set this up.Suggestion to Amazon: If there is to be a promotional item(s) applied to a purchase, why not add them to the order AUTOMATICALLY and allow the buyer the option to REMOVE them if desired... rather than requiring the buyer to add those items manually while making it appear as though those items will NOT be free until the moment the order is placed?  Let\'s be honest... who\'s going to turn down free stuff?',' negetive'
'Not what i expected too small and need to do more shopping for what i am looking for.cannon is a good product.',' negetive'
'I returned it!  All the pictures were blurry; and when checking it out on YouTube, I found that others had the same experience...out of focus pictures.  I am now looking for a camera to replace this but am leary since the reviews were good.  Apparently people were paid to say it was good, or Canon put out a big batch of bad cameras!  Since I had another Canon that I wasn\'t happy with years ago, I won\'t buy another Canon.',' negetive'
'After taking a few pics I got an onscreen message saying \"MEMORY CARD ERROR\" then i found out how to format the memory by looking online... as it came with very minimal instruction.. I lost all the previous pix when I did this.. After taking a few more pictures I got the same message only this time I was not able to choose \"format\" from the cameras set up menu...I don\'t know why... it just would not allow me to select \"format\" ..  buy a coolpix by nikon.. they are very user friendly .Now I have to return this un usable piece of junk to a target store very far from my home.',' negetive'
'Purchased this camera Christmas 2013.  By the end of February this camera would no longer accept a charge.I have the warranty but to get it fixed I have to prepay all postage/shipping/insurance and delivery costs to the repair facility.If you want a camera that is actually waterproof / shockproof, I recommend that you purchase the Nikon S31 instead.',' negetive'
'Do not buy. The pictures seemed ok quality but mine stopped working after sitting in a desk for 2 months. Never got wet, never dropped, never even used except for a few test pictures of my dog. I believe there are a lot of other reviews stating the same thing. I will write an update after I contact Nikon. Don\'t waste the money!',' negetive'
'This is my second underwater camera (previous being a Lumix one), and this one barely works. It is plagued by software issues and poor manufacturing. The screen starting showing random white lines after only a few days of use (not even having been underwater yet!) and it just went downhill from there, breaking down completely after a few weeks. We initially thought this would be a good product as we have a DSLR from Nikon, but we ended up very disappointed. Nikon seems to have focused more on adding dozens of useless gadgets as opposed to make a solid, sturdy products that takes good pictures. All this to say, we will stay away from Nikon products from now on.',' negetive'
'bad product. second time in the water and it broke. don\'t buy it. Returning mine as I write this review.',' negetive'
